PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc,MthRet,MthVol,ShrOut,DisFacPr,vwretd
86755,46090E10,QQQ,35013,2017-11-30,155.150000,0.019717,587051542,383300,,0.027231
86755,46090E10,QQQ,35013,2017-12-29,155.760000,0.006016,626633621,374250,0.000000,0.012122
86755,46090E10,QQQ,35013,2018-01-31,169.400000,0.087571,705364512,380250,,0.050577
86755,46090E10,QQQ,35013,2018-02-28,167.210000,-0.012928,1181117374,375950,,-0.039454
86755,46090E10,QQQ,35013,2018-03-29,160.130000,-0.040757,1091498446,372600,0.000000,-0.018421
86755,46090E10,QQQ,35013,2018-04-30,160.940000,0.005058,991576181,373050,,0.004679
86755,46090E10,QQQ,35013,2018-05-31,170.070000,0.056729,688902839,389450,,0.026146
86755,46090E10,QQQ,35013,2018-06-29,171.650000,0.011454,792830396,384450,0.000000,0.005359
86755,46090E10,QQQ,35013,2018-07-31,176.450000,0.027964,712799379,374700,,0.031573
86755,46090E10,QQQ,35013,2018-08-31,186.650000,0.057807,672643833,396300,,0.030226
86755,46090E10,QQQ,35013,2018-09-28,185.790000,-0.002823,647562619,399000,0.000000,0.000425
86755,46090E10,QQQ,35013,2018-10-31,169.820000,-0.085957,1799526016,399050,,-0.074045
86755,46090E10,QQQ,35013,2018-11-30,169.370000,-0.002650,1151958564,389150,,0.018512
86755,46090E10,QQQ,35013,2018-12-31,154.260000,-0.086543,1396888399,396700,0.000000,-0.089890
86755,46090E10,QQQ,35013,2019-01-31,168.160000,0.090108,935446263,393150,,0.088294
86755,46090E10,QQQ,35013,2019-02-28,173.190000,0.029912,536322744,392800,,0.032724
86755,46090E10,QQQ,35013,2019-03-29,179.660000,0.039242,790846911,391100,0.000000,0.012962
86755,46090E10,QQQ,35013,2019-04-30,189.540000,0.054993,550865059,401250,,0.037893
86755,46090E10,QQQ,35013,2019-05-31,173.950000,-0.082252,905489795,388400,,-0.061679
86755,46090E10,QQQ,35013,2019-06-28,186.740000,0.075898,689288306,397800,0.000000,0.067279
86755,46090E10,QQQ,35013,2019-07-31,191.100000,0.023348,498383617,396500,,0.011854
86755,46090E10,QQQ,35013,2019-08-30,187.470000,-0.018995,821612712,391200,,-0.020339
86755,46090E10,QQQ,35013,2019-09-30,188.810000,0.009179,557184316,395800,0.000000,0.016033
86755,46090E10,QQQ,35013,2019-10-31,197.080000,0.043801,587116974,397000,,0.019257
86755,46090E10,QQQ,35013,2019-11-29,205.100000,0.040694,354336329,404150,,0.034999
86755,46090E10,QQQ,35013,2019-12-31,212.610000,0.038856,432712882,409350,0.000000,0.028489
86755,46090E10,QQQ,35013,2020-01-31,219.070000,0.030384,592646880,405000,,-0.001728
86755,46090E10,QQQ,35013,2020-02-28,205.800000,-0.060574,955529182,410050,,-0.077918
86755,46090E10,QQQ,35013,2020-03-31,190.400000,-0.072861,2195939049,438450,0.000000,-0.141733
86755,46090E10,QQQ,35013,2020-04-30,218.910000,0.149737,1091641101,453350,,0.129674
86755,46090E10,QQQ,35013,2020-05-29,233.360000,0.066009,847400209,469650,,0.053739
86755,46090E10,QQQ,35013,2020-06-30,247.600000,0.062846,930441681,463300,0.000000,0.025299
86755,46090E10,QQQ,35013,2020-07-31,265.790000,0.073465,925190541,467000,,0.055532
86755,46090E10,QQQ,35013,2020-08-31,294.880000,0.109447,701487921,474850,,0.068442
86755,46090E10,QQQ,35013,2020-09-30,277.840000,-0.056419,1329869857,487850,0.000000,-0.035056
86755,46090E10,QQQ,35013,2020-10-30,269.380000,-0.030449,938162830,476350,,-0.020178
86755,46090E10,QQQ,35013,2020-11-30,299.620000,0.112258,753535077,483350,,0.123707
86755,46090E10,QQQ,35013,2020-12-31,313.740000,0.049029,573245123,484150,0.000000,0.045048
86755,46090E10,QQQ,35013,2021-01-29,314.560000,0.002614,656285280,470950,,-0.000631
86755,46090E10,QQQ,35013,2021-02-26,314.140000,-0.001335,795867636,481800,,0.029196
86755,46090E10,QQQ,35013,2021-03-31,319.130000,0.017143,1622397915,485850,0.000000,0.030573
86755,46090E10,QQQ,35013,2021-04-30,337.990000,0.059098,772236820,481150,,0.048190
86755,46090E10,QQQ,35013,2021-05-28,333.930000,-0.012012,967233997,482700,,0.007092
86755,46090E10,QQQ,35013,2021-06-30,354.430000,0.062613,752427919,499350,0.000000,0.023422
86755,46090E10,QQQ,35013,2021-07-30,364.570000,0.028609,814996662,501000,,0.011828
86755,46090E10,QQQ,35013,2021-08-31,379.950000,0.042187,685718972,512250,,0.027146
86755,46090E10,QQQ,35013,2021-09-30,357.960000,-0.056810,934963346,510000,0.000000,-0.042243
86755,46090E10,QQQ,35013,2021-10-29,386.110000,0.078640,881524548,521600,,0.064650
86755,46090E10,QQQ,35013,2021-11-30,393.820000,0.019968,924096326,530600,,-0.018351
86755,46090E10,QQQ,35013,2021-12-31,397.850000,0.011537,1237181982,543400,0.000000,0.033341
86755,46090E10,QQQ,35013,2022-01-31,363.050000,-0.087470,1852489278,526600,,-0.059822
86755,46090E10,QQQ,35013,2022-02-28,346.800000,-0.044760,1523506031,524300,,-0.021838
86755,46090E10,QQQ,35013,2022-03-31,362.540000,0.046681,1690231306,550200,0.000000,0.030506
86755,46090E10,QQQ,35013,2022-04-29,313.250000,-0.135957,1503870803,543050,,-0.089387
86755,46090E10,QQQ,35013,2022-05-31,308.280000,-0.015866,1953527901,540350,,-0.002113
86755,46090E10,QQQ,35013,2022-06-30,280.280000,-0.089121,1370599591,546650,0.000000,-0.083997
86755,46090E10,QQQ,35013,2022-07-29,315.460000,0.125517,1178910256,552750,,0.090351
86755,46090E10,QQQ,35013,2022-08-31,299.270000,-0.051322,1071768528,550100,,-0.036233
86755,46090E10,QQQ,35013,2022-09-30,267.260000,-0.105369,1375464994,553100,0.000000,-0.091323
86755,46090E10,QQQ,35013,2022-10-31,277.950000,0.039999,1359457039,541650,,0.077394
86755,46090E10,QQQ,35013,2022-11-30,293.360000,0.055442,1195769159,552700,,0.052354
86755,46090E10,QQQ,35013,2022-12-30,266.280000,-0.090104,1069123093,545950,0.000000,-0.057120
86755,46090E10,QQQ,35013,2023-01-31,294.620000,0.106429,965682938,529850,,0.071823
86755,46090E10,QQQ,35013,2023-02-28,293.560000,-0.003598,1099734825,532600,,-0.024666
86755,46090E10,QQQ,35013,2023-03-31,320.930000,0.094922,1564082543,537100,0.000000,0.023950
86755,46090E10,QQQ,35013,2023-04-28,322.560000,0.005079,994575483,539200,,0.008976
86755,46090E10,QQQ,35013,2023-05-31,347.990000,0.078838,1149001771,544050,,0.000708
86755,46090E10,QQQ,35013,2023-06-30,369.420000,0.063040,1139153533,545350,0.000000,0.066183
86755,46090E10,QQQ,35013,2023-07-31,383.680000,0.038601,977914842,548850,,0.035617
86755,46090E10,QQQ,35013,2023-08-31,377.990000,-0.014830,1210507897,546900,,-0.020608
86755,46090E10,QQQ,35013,2023-09-29,358.270000,-0.050801,964198535,548600,0.000000,-0.047391
86755,46090E10,QQQ,35013,2023-10-31,350.870000,-0.020655,1240558418,554500,,-0.028865
86755,46090E10,QQQ,35013,2023-11-30,388.830000,0.108188,983735561,559700,,0.092053
86755,46090E10,QQQ,35013,2023-12-29,409.520000,0.055856,869530761,562050,0.000000,0.053604
86755,46090E10,QQQ,35013,2023-12-29,409.520000,0.055856,869530761,562050,0.000000,0.053604
86755,46090E10,QQQ,35013,2024-01-31,416.970000,0.018192,969965971,579250,,0.007561
86755,46090E10,QQQ,35013,2024-02-29,439.000000,0.052834,864794650,579550,,0.050583
86755,46090E10,QQQ,35013,2024-03-28,444.010000,0.012738,909771903,583650,0.000000,0.032450
86755,46090E10,QQQ,35013,2024-04-30,424.590000,-0.043738,1062998302,586000,,-0.042724
86755,46090E10,QQQ,35013,2024-05-31,450.710000,0.061518,727723757,592400,,0.046552
86755,46090E10,QQQ,35013,2024-06-28,479.110000,0.064720,547041748,601400,0.000000,0.026073
86755,46090E10,QQQ,35013,2024-07-31,471.070000,-0.016781,795124200,602450,,0.019877
86755,46090E10,QQQ,35013,2024-08-30,476.270000,0.011039,900906844,601450,,0.021570
86755,46090E10,QQQ,35013,2024-09-30,488.070000,0.026212,691052715,603200,0.000000,0.020970
86755,46090E10,QQQ,35013,2024-10-31,483.850000,-0.008646,655955675,604400,,-0.008300
86755,46090E10,QQQ,35013,2024-11-29,509.740000,0.053508,564636919,621900,,0.064859
86755,46090E10,QQQ,35013,2024-12-31,511.230000,0.004524,624144500,623750,0.000000,-0.031580
86755,46090E10,QQQ,35013,2025-01-31,522.290000,0.021634,678001992,625200,,0.032292
86755,46090E10,QQQ,35013,2025-02-28,508.170000,-0.027035,582632635,632300,,-0.017566
86755,46090E10,QQQ,35013,2025-03-31,468.920000,-0.075892,975940871,633700,0.000000,-0.055123
86755,46090E10,QQQ,35013,2025-04-30,475.470000,0.013968,1357815209,627400,,-0.003612
86755,46090E10,QQQ,35013,2025-05-30,519.110000,0.091783,990847121,643100,,0.061265
86755,46090E10,QQQ,35013,2025-06-30,551.640000,0.063846,922349390,640000,0.000000,0.049246
88222,46428765,IWM,37493,2009-01-30,44.480000,-0.096669,1391699300,206000,,-0.077471
88222,46428765,IWM,37493,2009-02-27,39.150000,-0.119829,1374998000,167550,,-0.100166
88222,46428765,IWM,37493,2009-03-31,42.050000,0.077706,1761093100,195500,0.000000,0.086803
88222,46428765,IWM,37493,2009-04-30,48.520000,0.153864,1296476900,169050,,0.109466
88222,46428765,IWM,37493,2009-05-29,50.170000,0.034007,1153254000,184800,,0.067787
88222,46428765,IWM,37493,2009-06-30,51.080000,0.018138,1094268300,172800,,-0.003019
88222,46428765,IWM,37493,2009-07-31,55.570000,0.091840,1013242300,185750,0.000000,0.081779
88222,46428765,IWM,37493,2009-08-31,57.200000,0.029332,890381900,213100,,0.031510
88222,46428765,IWM,37493,2009-09-30,60.240000,0.055615,969582100,217200,0.000000,0.045281
88222,46428765,IWM,37493,2009-10-30,56.330000,-0.064907,1218888400,197000,,-0.028072
88222,46428765,IWM,37493,2009-11-30,58.090000,0.031244,1247006100,201250,,0.057075
88222,46428765,IWM,37493,2009-12-31,62.440000,0.079195,1141180600,209300,0.000000,0.028475
88222,46428765,IWM,37493,2010-01-29,60.110000,-0.037316,1168307500,203900,,-0.037172
88222,46428765,IWM,37493,2010-02-26,62.800000,0.044751,1182433100,212350,,0.034744
88222,46428765,IWM,37493,2010-03-31,67.802500,0.082375,1339875400,199850,0.000000,0.063668
88222,46428765,IWM,37493,2010-04-30,71.650000,0.056746,1385226200,203650,,0.020036
88222,46428765,IWM,37493,2010-05-28,66.250000,-0.075366,2161656600,193700,,-0.079240
88222,46428765,IWM,37493,2010-06-30,61.115000,-0.077509,1750967200,203300,,-0.050780
88222,46428765,IWM,37493,2010-07-30,65.020000,0.067442,1500172600,231950,0.000000,0.070360
88222,46428765,IWM,37493,2010-08-31,60.180000,-0.074439,1325285600,211800,,-0.042863
88222,46428765,IWM,37493,2010-09-30,67.500000,0.124493,1246671600,190350,0.000000,0.091628
88222,46428765,IWM,37493,2010-10-29,70.300000,0.041481,1094998000,178650,,0.038591
88222,46428765,IWM,37493,2010-11-30,72.750000,0.034851,998727000,202100,,0.005117
88222,46428765,IWM,37493,2010-12-31,78.240000,0.080335,887425200,235300,0.000000,0.067182
88222,46428765,IWM,37493,2011-01-31,77.950000,-0.003707,1074184600,199600,,0.019183
88222,46428765,IWM,37493,2011-02-28,82.268000,0.055394,932282200,203850,,0.038156
88222,46428765,IWM,37493,2011-03-31,84.170000,0.025240,1537622700,204850,0.000000,0.003341
88222,46428765,IWM,37493,2011-04-29,86.390000,0.026375,995579100,212450,,0.028597
88222,46428765,IWM,37493,2011-05-31,84.840000,-0.017942,1320196600,188100,,-0.014948
88222,46428765,IWM,37493,2011-06-30,82.800000,-0.024045,1503153500,195600,,-0.018447
88222,46428765,IWM,37493,2011-07-29,79.740000,-0.034071,1283098600,176000,0.000000,-0.022534
88222,46428765,IWM,37493,2011-08-31,72.650000,-0.088914,2395696400,195800,,-0.057564
88222,46428765,IWM,37493,2011-09-30,64.300000,-0.111540,1747059200,196300,0.000000,-0.084983
88222,46428765,IWM,37493,2011-10-31,74.010000,0.151011,1799145200,217850,,0.114146
88222,46428765,IWM,37493,2011-11-30,73.730000,-0.003783,1405593300,181650,,-0.006270
88222,46428765,IWM,37493,2011-12-30,73.750000,0.005114,1103369000,193100,0.000000,0.003676
88222,46428765,IWM,37493,2012-01-31,79.020000,0.071458,925996100,198150,,0.054106
88222,46428765,IWM,37493,2012-02-29,81.050000,0.025690,980091700,204850,,0.041225
88222,46428765,IWM,37493,2012-03-30,82.810000,0.024821,1167015200,179250,0.000000,0.024020
88222,46428765,IWM,37493,2012-04-30,81.470000,-0.016182,1069239900,190700,,-0.006829
88222,46428765,IWM,37493,2012-05-31,76.110000,-0.065791,1257138000,178200,,-0.065590
88222,46428765,IWM,37493,2012-06-29,79.560000,0.050503,1145392800,185000,0.000000,0.038151
88222,46428765,IWM,37493,2012-07-31,78.350000,-0.015209,938808000,202350,,0.010307
88222,46428765,IWM,37493,2012-08-31,81.120000,0.035354,799993400,187950,,0.026317
88222,46428765,IWM,37493,2012-09-28,83.440000,0.032618,807206800,218050,0.000000,0.026513
88222,46428765,IWM,37493,2012-10-31,81.630000,-0.021692,736090500,202500,,-0.014055
88222,46428765,IWM,37493,2012-11-30,82.080000,0.005513,872503600,188200,,0.006217
88222,46428765,IWM,37493,2012-12-31,84.317800,0.036137,746153400,189800,0.000000,0.012569
88222,46428765,IWM,37493,2013-01-31,89.580000,0.062409,766288900,204900,,0.054142
88222,46428765,IWM,37493,2013-02-28,90.480000,0.010047,583220000,215050,,0.008282
88222,46428765,IWM,37493,2013-03-28,94.430000,0.046589,646316500,227650,0.000000,0.035295
88222,46428765,IWM,37493,2013-04-30,94.100000,-0.003495,1052745200,224900,,0.014939
88222,46428765,IWM,37493,2013-05-31,97.800000,0.039320,896270000,215550,,0.019128
88222,46428765,IWM,37493,2013-06-28,97.000000,-0.008180,996383700,221000,,-0.015072
88222,46428765,IWM,37493,2013-07-31,103.655000,0.073295,690140300,245300,0.000000,0.052658
88222,46428765,IWM,37493,2013-08-30,100.380000,-0.031595,641831700,242750,,-0.025750
88222,46428765,IWM,37493,2013-09-30,106.610000,0.064886,691893600,261350,0.000000,0.037497
88222,46428765,IWM,37493,2013-10-31,109.190000,0.024200,882405700,247600,,0.039888
88222,46428765,IWM,37493,2013-11-29,113.510000,0.039564,749086700,234900,,0.024956
88222,46428765,IWM,37493,2013-12-31,115.360000,0.020165,741606200,238350,0.000000,0.026140
88222,46428765,IWM,37493,2014-01-31,112.160000,-0.027739,796639000,226350,,-0.030020
88222,46428765,IWM,37493,2014-02-28,117.520000,0.047789,854477700,230300,,0.046198
88222,46428765,IWM,37493,2014-03-31,116.340000,-0.007483,1046180011,245050,0.000000,0.004540
88222,46428765,IWM,37493,2014-04-30,111.980000,-0.037476,1116658621,244050,,0.001573
88222,46428765,IWM,37493,2014-05-30,112.860000,0.007859,1099437845,213050,,0.020254
88222,46428765,IWM,37493,2014-06-30,118.810000,0.052720,790320578,219900,,0.027973
88222,46428765,IWM,37493,2014-07-31,111.189900,-0.060528,888704881,210300,0.000000,-0.020555
88222,46428765,IWM,37493,2014-08-29,116.560000,0.048297,690073334,211150,,0.040205
88222,46428765,IWM,37493,2014-09-30,109.350000,-0.059306,775232962,219350,0.000000,-0.025196
88222,46428765,IWM,37493,2014-10-31,116.560000,0.065935,1418695158,221750,,0.021164
88222,46428765,IWM,37493,2014-11-28,116.690000,0.001115,563188835,237200,,0.021104
88222,46428765,IWM,37493,2014-12-31,119.620000,0.028918,856628294,253250,0.000000,-0.003659
88222,46428765,IWM,37493,2015-01-30,115.700000,-0.032770,758817475,244900,,-0.027163
88222,46428765,IWM,37493,2015-02-27,122.580000,0.059464,510125366,228950,,0.055915
88222,46428765,IWM,37493,2015-03-31,124.370000,0.017777,607203572,248550,0.000000,-0.010397
88222,46428765,IWM,37493,2015-04-30,121.180000,-0.025649,570701281,235850,,0.008766
88222,46428765,IWM,37493,2015-05-29,123.890000,0.022363,611023240,219700,,0.010277
88222,46428765,IWM,37493,2015-06-30,124.860000,0.007830,669768727,237650,,-0.019231
88222,46428765,IWM,37493,2015-07-31,122.960000,-0.011007,683449273,227550,0.000000,0.012108
88222,46428765,IWM,37493,2015-08-31,115.200000,-0.063110,871351312,222800,,-0.059926
88222,46428765,IWM,37493,2015-09-30,109.200000,-0.049325,770027532,238400,0.000000,-0.033756
88222,46428765,IWM,37493,2015-10-30,115.340000,0.056227,800281216,225700,,0.073937
88222,46428765,IWM,37493,2015-11-30,119.100000,0.032599,580116837,244700,,0.002404
88222,46428765,IWM,37493,2015-12-31,112.620000,-0.050313,749484904,246000,0.000000,-0.022209
88222,46428765,IWM,37493,2016-01-29,102.960000,-0.085775,1028012968,239000,,-0.057085
88222,46428765,IWM,37493,2016-02-29,102.730000,-0.002234,815894306,224550,,0.000620
88222,46428765,IWM,37493,2016-03-31,110.630000,0.080192,751115951,235200,0.000000,0.070491
88222,46428765,IWM,37493,2016-04-29,112.480000,0.016722,554198872,235950,,0.011718
88222,46428765,IWM,37493,2016-05-31,115.000000,0.022404,612058625,229350,,0.014340
88222,46428765,IWM,37493,2016-06-30,114.980000,-0.000174,746131606,221350,,0.002947
88222,46428765,IWM,37493,2016-07-29,121.070000,0.058703,477046272,229500,0.000000,0.038815
88222,46428765,IWM,37493,2016-08-31,123.230000,0.017841,464701033,227100,,0.002800
88222,46428765,IWM,37493,2016-09-30,124.210000,0.010768,569268032,229650,0.000000,0.003013
88222,46428765,IWM,37493,2016-10-31,118.500000,-0.045971,479702173,227600,,-0.021544
88222,46428765,IWM,37493,2016-11-30,131.610000,0.110633,901384540,276750,,0.040488
88222,46428765,IWM,37493,2016-12-30,134.850000,0.028881,654446176,284700,0.000000,0.018763
88222,46428765,IWM,37493,2017-01-31,135.230000,0.002818,572825144,279000,,0.022153
88222,46428765,IWM,37493,2017-02-28,137.840000,0.019300,492792325,267300,,0.032598
88222,46428765,IWM,37493,2017-03-31,137.480000,0.000257,734707083,279850,0.000000,0.002062
88222,46428765,IWM,37493,2017-04-28,139.060000,0.011493,587191693,291400,,0.009655
88222,46428765,IWM,37493,2017-05-31,136.320000,-0.019704,579449173,255900,,0.009335
88222,46428765,IWM,37493,2017-06-30,140.920000,0.033744,643359416,267550,,0.009571
88222,46428765,IWM,37493,2017-07-31,141.510000,0.008583,371172070,259850,0.000000,0.020277
88222,46428765,IWM,37493,2017-08-31,139.730000,-0.012579,527664326,261700,,0.001600
88222,46428765,IWM,37493,2017-09-29,148.180000,0.063030,488888410,279050,0.000000,0.023729
88222,46428765,IWM,37493,2017-10-31,149.260000,0.007288,467773996,292100,,0.019275
88222,46428765,IWM,37493,2017-11-30,153.650000,0.029412,523762797,302200,,0.027231
88222,46428765,IWM,37493,2017-12-29,152.460000,-0.003999,514391881,284000,0.000000,0.012122
88222,46428765,IWM,37493,2018-01-31,156.360000,0.025580,431162747,272950,,0.050577
88222,46428765,IWM,37493,2018-02-28,150.350000,-0.038437,609503740,265000,,-0.039454
88222,46428765,IWM,37493,2018-03-29,151.830000,0.012230,516830570,277400,0.000000,-0.018421
88222,46428765,IWM,37493,2018-04-30,153.320000,0.009814,430851218,274600,,0.004679
88222,46428765,IWM,37493,2018-05-31,162.770000,0.061636,391841090,283800,,0.026146
88222,46428765,IWM,37493,2018-06-29,163.770000,0.006144,456575108,287350,,0.005359
88222,46428765,IWM,37493,2018-07-31,165.870000,0.016477,401191158,279750,0.000000,0.031573
88222,46428765,IWM,37493,2018-08-31,173.020000,0.043106,372355929,281600,,0.030226
88222,46428765,IWM,37493,2018-09-28,168.550000,-0.023224,328645536,295750,0.000000,0.000425
88222,46428765,IWM,37493,2018-10-31,150.030000,-0.109878,786014763,299800,,-0.074045
88222,46428765,IWM,37493,2018-11-30,152.620000,0.017263,432019725,299050,,0.018512
88222,46428765,IWM,37493,2018-12-31,133.900000,-0.119652,682870211,305000,0.000000,-0.089890
88222,46428765,IWM,37493,2019-01-31,149.060000,0.113219,519349846,287350,,0.088294
88222,46428765,IWM,37493,2019-02-28,156.780000,0.051791,352757918,278500,,0.032724
88222,46428765,IWM,37493,2019-03-29,153.090000,-0.020911,500541856,282600,0.000000,0.012962
88222,46428765,IWM,37493,2019-04-30,158.290000,0.033967,372555283,274250,,0.037893
88222,46428765,IWM,37493,2019-05-31,145.860000,-0.078527,437975504,268100,,-0.061679
88222,46428765,IWM,37493,2019-06-28,155.500000,0.069823,383318328,271350,0.000000,0.067279
88222,46428765,IWM,37493,2019-07-31,156.560000,0.006817,370603091,280950,,0.011854
88222,46428765,IWM,37493,2019-08-30,148.840000,-0.049310,504308103,269150,,-0.020339
88222,46428765,IWM,37493,2019-09-30,151.340000,0.020423,479161951,288050,0.000000,0.016033
88222,46428765,IWM,37493,2019-10-31,155.450000,0.027157,383748637,281700,,0.019257
88222,46428765,IWM,37493,2019-11-29,161.770000,0.040656,295319772,285900,,0.034999
88222,46428765,IWM,37493,2019-12-31,165.670000,0.027841,324257767,289950,0.000000,0.028489
88222,46428765,IWM,37493,2020-01-31,160.530000,-0.031026,369028512,273850,,-0.001728
88222,46428765,IWM,37493,2020-02-28,146.330000,-0.088457,451002049,271500,,-0.077918
88222,46428765,IWM,37493,2020-03-31,114.460000,-0.214809,1174077301,288200,0.000000,-0.141733
88222,46428765,IWM,37493,2020-04-30,130.310000,0.138476,913655325,270700,,0.129674
88222,46428765,IWM,37493,2020-05-29,138.900000,0.065920,759114380,262700,,0.053739
88222,46428765,IWM,37493,2020-06-30,143.180000,0.034219,883830876,256050,0.000000,0.025299
88222,46428765,IWM,37493,2020-07-31,147.360000,0.029194,543720345,263800,,0.055532
88222,46428765,IWM,37493,2020-08-31,155.430000,0.054764,370733183,264700,,0.068442
88222,46428765,IWM,37493,2020-09-30,149.790000,-0.032497,514678334,258600,0.000000,-0.035056
88222,46428765,IWM,37493,2020-10-30,153.090000,0.022031,534270686,266350,,-0.020178
88222,46428765,IWM,37493,2020-11-30,181.020000,0.182442,575741355,282550,,0.123707
88222,46428765,IWM,37493,2020-12-31,196.060000,0.086463,543052047,298950,0.000000,0.045048
88222,46428765,IWM,37493,2021-01-29,205.560000,0.048455,578486005,301100,,-0.000631
88222,46428765,IWM,37493,2021-02-26,218.310000,0.062026,524498541,309000,,0.029196
88222,46428765,IWM,37493,2021-03-31,220.940000,0.013907,829526225,312000,0.000000,0.030573
88222,46428765,IWM,37493,2021-04-30,224.890000,0.017878,532862725,302400,,0.048190
88222,46428765,IWM,37493,2021-05-28,225.500000,0.002712,523182624,300200,,0.007092
88222,46428765,IWM,37493,2021-06-30,229.370000,0.018702,555132413,304150,0.000000,0.023422
88222,46428765,IWM,37493,2021-07-30,221.050000,-0.036273,642158484,300550,,0.011828
88222,46428765,IWM,37493,2021-08-31,225.920000,0.022031,557861456,303550,,0.027146
88222,46428765,IWM,37493,2021-09-30,218.750000,-0.028789,601914216,305050,0.000000,-0.042243
88222,46428765,IWM,37493,2021-10-29,228.050000,0.042514,460813071,308500,,0.064650
88222,46428765,IWM,37493,2021-11-30,218.170000,-0.043324,711806697,315150,,-0.018351
88222,46428765,IWM,37493,2021-12-31,222.450000,0.022759,885518672,310400,0.000000,0.033341
88222,46428765,IWM,37493,2022-01-31,201.240000,-0.095347,986251123,307900,,-0.059822
88222,46428765,IWM,37493,2022-02-28,203.320000,0.010336,671184607,304050,,-0.021838
88222,46428765,IWM,37493,2022-03-31,205.270000,0.011551,664298074,302550,0.000000,0.030506
88222,46428765,IWM,37493,2022-04-29,184.950000,-0.098992,604310027,295900,,-0.089387
88222,46428765,IWM,37493,2022-05-31,185.310000,0.001946,787134524,293950,,-0.002113
88222,46428765,IWM,37493,2022-06-30,169.360000,-0.083612,616856303,303800,0.000000,-0.083997
88222,46428765,IWM,37493,2022-07-29,187.250000,0.105633,477355747,286500,,0.090351
88222,46428765,IWM,37493,2022-08-31,183.500000,-0.020027,467860158,286450,,-0.036233
88222,46428765,IWM,37493,2022-09-30,164.920000,-0.096537,635488379,288250,0.000000,-0.091323
88222,46428765,IWM,37493,2022-10-31,183.330000,0.111630,645810146,289900,,0.077394
88222,46428765,IWM,37493,2022-11-30,187.370000,0.022037,510229155,299350,,0.052354
88222,46428765,IWM,37493,2022-12-30,174.360000,-0.065179,490781037,301050,0.000000,-0.057120
88222,46428765,IWM,37493,2023-01-31,191.480000,0.098188,434352735,290450,,0.071823
88222,46428765,IWM,37493,2023-02-28,188.180000,-0.017234,416981211,288050,,-0.024666
88222,46428765,IWM,37493,2023-03-31,178.400000,-0.048460,924811512,281450,0.000000,0.023950
88222,46428765,IWM,37493,2023-04-28,175.200000,-0.017937,492468768,280750,,0.008976
88222,46428765,IWM,37493,2023-05-31,173.770000,-0.008162,673912689,281500,,0.000708
88222,46428765,IWM,37493,2023-06-30,187.270000,0.080617,775955080,291150,0.000000,0.066183
88222,46428765,IWM,37493,2023-07-31,198.710000,0.061088,525770747,289350,,0.035617
88222,46428765,IWM,37493,2023-08-31,188.610000,-0.050828,561702902,289950,,-0.020608
88222,46428765,IWM,37493,2023-09-29,176.740000,-0.058479,532343795,294950,0.000000,-0.047391
88222,46428765,IWM,37493,2023-10-31,164.520000,-0.069141,854739114,290000,,-0.028865
88222,46428765,IWM,37493,2023-11-30,179.660000,0.092025,815735251,300050,,0.092053
88222,46428765,IWM,37493,2023-12-29,200.710000,0.121343,916832636,335800,0.000000,0.053604
88222,46428765,IWM,37493,2024-01-31,192.880000,-0.039012,886193979,318300,,0.007561
88222,46428765,IWM,37493,2024-02-29,203.730000,0.056253,833731727,306000,,0.050583
88222,46428765,IWM,37493,2024-03-28,210.300000,0.034840,682720127,310900,0.000000,0.032450
88222,46428765,IWM,37493,2024-04-30,195.900000,-0.068474,729573471,297250,,-0.042724
88222,46428765,IWM,37493,2024-05-31,205.770000,0.050383,544466375,289400,,0.046552
88222,46428765,IWM,37493,2024-06-28,202.890000,-0.011233,495875601,295500,0.000000,0.026073
88222,46428765,IWM,37493,2024-07-31,223.860000,0.103356,842438124,326950,,0.019877
88222,46428765,IWM,37493,2024-08-30,220.080000,-0.016886,691762908,321750,,0.021570
88222,46428765,IWM,37493,2024-09-30,220.890000,0.007149,570469541,314750,0.000000,0.020970
88222,46428765,IWM,37493,2024-10-31,217.760000,-0.014170,489976610,312050,,-0.008300
88222,46428765,IWM,37493,2024-11-29,241.870000,0.110718,586259181,335050,,0.064859
88222,46428765,IWM,37493,2024-12-31,220.960000,-0.083708,578099502,326700,0.000000,-0.031580
88222,46428765,IWM,37493,2025-01-31,226.480000,0.024982,515233795,331400,,0.032292
88222,46428765,IWM,37493,2025-02-28,214.650000,-0.052234,453962352,314050,,-0.017566
88222,46428765,IWM,37493,2025-03-31,199.490000,-0.068523,696984507,320150,0.000000,-0.055123
88222,46428765,IWM,37493,2025-04-30,194.860000,-0.023209,984301228,296000,,-0.003612
88222,46428765,IWM,37493,2025-05-30,205.070000,0.052397,599845729,302450,,0.061265
88222,46428765,IWM,37493,2025-06-30,215.790000,0.055149,680608572,293150,0.000000,0.049246
89129,46428746,EFA,37493,2009-01-30,38.700000,-0.137316,681424400,693000,,-0.077471
89129,46428746,EFA,37493,2009-02-27,34.680000,-0.103876,622075600,660600,,-0.100166
89129,46428746,EFA,37493,2009-03-31,37.590000,0.083910,799618400,644400,,0.086803
89129,46428746,EFA,37493,2009-04-30,41.920000,0.115190,617072900,646800,,0.109466
89129,46428746,EFA,37493,2009-05-29,47.450000,0.131918,410353100,640200,,0.067787
89129,46428746,EFA,37493,2009-06-30,45.810000,-0.014311,483475100,639600,0.000000,-0.003019
